CLY23-D4,Rep,Female genotype,Species,Notes,DTS,DTA,PH (cm),EH (cm),EN,BW (cm),BL (cm),SL (cm),SPAD 1,SPAD 1 Date,SPAD 2,SPAD 2 Date,Leaf Auringle,ST,StPu,StPi,Zigzag,Prolificacy,Brace roots,Fv/Fm,Fv/Fm Date
5907,2,Zlux-G7_P2_P1_P1_P1.3.1.1,Zlux,,6/29/2023,6/28/2023,198,55,3,8,66.1,14,62,7/19/2023,,,,N,N,N,,,,,8/4/2023
5908,2,Chal-JSG-JMHC-637_P1_P1_P3_P1.1.1.1,Chal,,6/30/2023,6/28/2023,187,49,2,8.4,63.2,13.9,55.3,7/19/2023,,,,N,Y,Y,,,,,8/5/2023
5909,2,Mesa-JSG-427_P2_P1_P1_P1.2.1.1,Mesa,,6/29/2023,6/28/2023,180,55,3,8.6,64,13.3,51.7,7/19/2023,,,,N,N,Y,,,,,8/4/2023
5910,2,Zdip-JLVTKV-719_P2_P1_P4_P5.2.1.1,Zdip,,6/30/2023,6/28/2023,182,53,2,7.2,55.6,14,54.9,7/19/2023,,,,N,N,N,,,,,8/5/2023
5911,2,Bals-JSG-RMM-LCL-523_P1_P1_P3_P1.2.1.1,Bals,,7/3/2023,7/2/2023,225,89,2,6.9,54.5,14.4,49.8,7/19/2023,,,,N,N,N,,,,,8/8/2023
5912,2,B73,B73,,7/2/2023,6/30/2023,178,50,2,7.9,61.4,13.3,51.6,7/19/2023,,,,N,N,N,,,,,8/7/2023
5913,3,Mesa-JSG-LCL-689_P2_P1_P2_P2.1.1.1,Mesa,,7/3/2023,6/30/2023,175,75,2,6.8,51.5,14.6,54.3,7/19/2023,,,,N,N,N,,,,,8/8/2023
5914,3,Mesa-JSG-427_P2_P1_P3_P2.2.1.1,Mesa,,6/30/2023,6/30/2023,157,45,3,7.1,59.2,13.1,54.8,7/19/2023,,,,N,N,N,,,,,8/5/2023
5915,2,Purple Check,Check,,NA,NA,,,,,,,,,,,,,,,,,,,
5916,2,Bals-JACV-T-082_P2_P1_P3_P1.1.1.1,Bals,,6/28/2023,6/27/2023,204,60,2,9,68.7,14.9,69.7,7/19/2023,,,,N,N,N,,,,,8/3/2023
5917,2,Nabo-JSG-SRV-604_P3_P1_P5_P2.2.1.1,Nabo,,7/2/2023,7/2/2023,176,60,2,6.4,55.5,13.8,59.6,7/19/2023,,,,N,N,N,,,,,8/7/2023
5918,2,Nabo-JSG-SRV-604_P2_P1_P5_P5.1.1.1,Nabo,,6/27/2023,6/28/2023,155,41,2,8.9,61,12.8,58.8,7/19/2023,,,,N,N,N,,,,,8/2/2023
5919,2,Chal-JSG-Y-RMM-463_P2_P1_P5_P2.1.1.1,Chal,,7/1/2023,6/30/2023,185,61,2,8.3,68,14.5,61.7,7/19/2023,,,,N,N,N,,,,,8/6/2023
5920,2,B73,B73,,7/2/2023,6/30/2023,175,55,2,7.2,57.6,13.1,56.1,7/19/2023,,,,N,N,N,,,,,8/7/2023
5921,2,Mesa-JSG-427_P2_P1_P4_P2.2.1.1,Mesa,,6/30/2023,6/28/2023,177,52,3,8,62.1,13,48.1,7/19/2023,,,,N,N,N,,,,,8/5/2023
5922,2,Mesa-JSG-LCL-566_P2_P1_P1_P1.4.1.1,Mesa,,6/26/2023,6/26/2023,177,65,3,7.7,59,12.1,55.1,7/19/2023,,,,N,N,N,,,,,8/1/2023
5923,2,Nabo-JSG-SRV-604_P3_P1_P1_P4.1.1.1,Nabo,,6/27/2023,6/27/2023,175,53,3,7.9,62,13.7,60.9,7/19/2023,,,,N,N,N,,,,,8/2/2023
5924,2,Hueh-H1_P3_P1_P1_P1.2.1.1,Hueh,,7/2/2023,6/30/2023,190,70,2,8.7,60,12.7,58,7/19/2023,,,,N,N,N,,,,,8/7/2023
5925,2,Mesa-JSG-LCL-565_P2_P1_P2_P2.2.1.1,Mesa,,7/3/2023,7/2/2023,197,69,2,8.9,66.8,13.5,57.4,7/19/2023,,,,N,N,N,,,,,8/8/2023
5926,2,Bals-JSG-RMM-LCL-539_P3_P1_P3_P1.1.1.1,Bals,,6/27/2023,6/28/2023,183,62,2,8,57.5,13.5,58.5,7/19/2023,,,,N,N,N,,,,,8/2/2023
5927,2,Bals-JSG-Y-RMM-457_P3_P1_P5_P1.1.1.1,Bals,,7/3/2023,7/2/2023,176,61,2,8.3,62.7,13,64.2,7/19/2023,,,,N,N,N,,,,,8/8/2023
5928,2,Chal-JSG-JMHC-637_P1_P1_P2_P1.1.1.1,Chal,,7/3/2023,7/1/2023,198,90,4,7.9,47.5,14.5,53.2,7/19/2023,,,,N,N,N,,,,,8/8/2023
5929,2,B73,B73,,7/2/2023,7/1/2023,187,66,1,8.1,72.3,15,60.8,7/19/2023,,,,N,N,N,,,,,8/7/2023
5930,2,Zdip-CIM10003_P3_P1_P4_P1.1.1.1,Zdip,,7/2/2023,7/1/2023,185,60,2,9,67,16,56.1,7/19/2023,,,,N,N,N,,,,,8/7/2023
5931,2,Zdip-JLVTKV-719_P2_P1_P3_P2.4.1.1,Zdip,,7/1/2023,6/30/2023,186,67,5,8.4,53.2,13.4,59.4,7/19/2023,,,,N,N,N,,,,,8/6/2023
5932,2,Mesa-JSG-Y-RMM-440_P1_P1_P2_P1.2.1.1,Mesa,,6/30/2023,6/30/2023,157,55,5,7.5,58.5,14.2,61.9,7/19/2023,,,,N,N,N,,,,,8/5/2023
5933,2,Bals-JACV-T-082_P2_P1_P4_P1.2.1.1,Bals,,6/30/2023,6/30/2023,198,59,2,7.7,58,13.7,49.4,7/19/2023,,,,N,N,N,,,,,8/5/2023
5934,2,Zdip-JLVTKV-720_P1_P1_P4_P1.3.1.1,Zdip,,7/5/2023,7/3/2023,169,40,2,6.7,57.2,12.8,46.2,7/19/2023,,,,N,N,N,,,,,8/10/2023
5935,3,Purple Check,Check,,NA,NA,,,,,,,,,,,in FB (jericho),,,,,,,,
5936,3,Mesa-JSG-LCL-565_P2_P1_P4_P2.2.1.1,Mesa,,6/29/2023,6/30/2023,182,83,3,7.6,,12.9,63.5,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/4/2023
5937,2,Mesa-JSG-Y-RMM-444_P2_P1_P1_P1.1.1.1,Mesa,,6/28/2023,6/26/2023,210,50,2,9.6,63.3,13.7,60.8,7/16/2023,,,,N,N,Y,,,,,8/3/2023
5938,2,Nabo-JSG-SRV-604_P3_P1_P5_P1.4.1.1,Nabo,,7/1/2023,6/29/2023,168,68,3,8.2,56.6,13,61.3,7/16/2023,,,,N,N,N,,,,,8/6/2023
5939,3,Dura-JSG-SRV-EAM-708_P3_P1_P3_P3.2.1.1,Dura,,6/30/2023,6/30/2023,154,64,3,7.6,50.6,11.4,61.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/5/2023
5940,3,Dura-JSG-Y-RMM-429_P2_P1_P1_P1.1.1.1,Dura,,7/1/2023,7/2/2023,190,86,3,7.5,57,15.4,60.5,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5941,2,Chal-JSG-Y-RMM-463_P2_P1_P3_P2.2.1.1,Chal,,7/2/2023,6/29/2023,196,76,3,7.2,63.2,15.1,58.9,7/16/2023,,,,N,N,N,,,,,8/7/2023
5942,2,Dura-JSG-SRV-EAM-708_P3_P1_P3_P2.4.1.1,Dura,,6/27/2023,6/27/2023,146,65,3,7.6,52.1,10.3,55.9,7/16/2023,,,,N,N,N,,,,,8/2/2023
5943,3,Mesa-JACV-T-018_P2_P1_P5_P1.1.1.1,Mesa,,6/26/2023,6/26/2023,192,79,3,7.5,64.8,13,63.6,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/1/2023
5944,3,Dura-JSG-SRV-EAM-708_P3_P1_P5_P4.5.1.1,Dura,,7/2/2023,7/1/2023,197,71,2,8.8,62.2,11.6,58.5,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/7/2023
5945,2,Zlux-G3_P3_P1_P1_P4.5.1.1,Zlux,,7/1/2023,6/30/2023,161,46,2,7.7,59.5,10.9,57.5,7/16/2023,,,,N,N,N,,,,,8/6/2023
5946,2,Dura-JSG-SRV-EAM-708_P3_P1_P3_P1.1.1.1,Dura,,6/29/2023,6/29/2023,200,63,2,8.5,58,13.8,60.7,7/16/2023,,,,N,N,N,,,,,8/4/2023
5947,3,Mesa-JSG-Y-RMM-440_P1_P1_P5_P1.2.1.1,Mesa,,6/28/2023,6/27/2023,164,76,6,8.4,47.9,12,57.9,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/3/2023
5948,3,Zdip-JLVTKV-719_P2_P1_P3_P1.1.1.1,Zdip,,7/5/2023,7/5/2023,165,57,2,7.5,53,13.2,58.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/10/2023
5949,2,Zlux-FAC--P-87_P1_P1_P5_P1.2.1.1,Zlux,,7/1/2023,6/30/2023,174,69,5,8.4,59.4,12.8,64.8,7/16/2023,,,,N,N,N,,,,,8/6/2023
5950,2,Bals-JSG-RMM-LCL-511_P1_P2_P4_P1.2.1.1,Bals,,6/30/2023,6/28/2023,191,62,2,8.8,66.5,13.4,55.6,7/16/2023,,,,N,N,N,,,,,8/5/2023
5951,3,Bals-JLNCM-643_P3_P1_P5_P1.1.1.1,Bals,,6/28/2023,6/27/2023,195,77,4,8,60.6,12.8,61.9,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/3/2023
5952,3,Mesa-CIM11365_P2_P2_P5_P1.2.1.1,Mesa,,6/28/2023,6/28/2023,160,49,4,7.6,54.9,13.4,59.3,7/16/2023,,,in FB (jericho),N,Y,Y,,,,,8/3/2023
5953,2,Bals-JSG-RMM-LCL-524_P2_P1_P1_P1.1.1.1,Bals,,7/6/2023,7/5/2023,190,74,2,8.7,55.4,13.4,59.9,7/16/2023,,,,N,N,N,,,,,8/11/2023
5954,2,Nabo-JSG-SRV-606_P2_P1_P3_P1.2.1.1,Nabo,,6/28/2023,6/28/2023,150,49,4,6.3,53.5,13,57,7/16/2023,,,,N,N,N,,,,,8/3/2023
5955,3,Zdip-JLVTKV-719_P2_P1_P2_P3.1.1.1,Zdip,,7/1/2023,7/1/2023,198,65,2,8.6,66,12.2,61,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5956,3,Bals-JACV-T-049_P2_P1_P1_P1.1.1.1,Bals,,7/4/2023,7/4/2023,200,81,3,7.7,58.2,12.7,68,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/9/2023
5957,3,Bals-JSG-LCL-674_P3_P1_P4_P1.1.1.1,Bals,,7/4/2023,7/1/2023,196,76,2,8.8,67.8,14.2,67,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/9/2023
5958,3,Bals-JLHNM-664_P3_P1_P3_P1.1.1.1,Bals,,7/1/2023,7/1/2023,161,53,4,7.7,59.8,13.3,60.8,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5959,3,Nabo-JSG-SRV-604_P2_P1_P5_P5.1.1.1,Nabo,,6/28/2023,6/28/2023,135,35,2,8.4,56,11.7,53.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/3/2023
5960,3,Zlux-FAC--P-87_P1_P1_P5_P3.3.1.1,Zlux,,7/9/2023,7/8/2023,174,77,3,6.9,55.3,11,49,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/14/2023
5961,3,Bals-JSG-RMM-LCL-474_P2_P1_P2_P2.1.1.1,Bals,,7/1/2023,7/1/2023,178,60,2,8.1,68.5,12.8,55.3,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5962,3,Nabo-JSG-SRV-604_P3_P1_P4_P1.3.1.1,Nabo,,6/26/2023,6/26/2023,180,58,5,8,61.2,12,54.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/1/2023
5963,3,Zdip-JSG-RMM-LCL-551_P2_P1_P4_P1.3.1.1,Zdip,1P,6/27/2023,6/27/2023,190,63,2,10.2,80.2,13.4,60.1,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/2/2023
5964,3,Zdip-CIM10003_P3_P1_P2_P3.3.1.1,Zdip,,6/26/2023,6/26/2023,154,40,2,9,57.8,12,58.9,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/1/2023
5965,3,Zdip-CIM10003_P3_P1_P3_P2.1.1.1,Zdip,,7/1/2023,7/1/2023,180,50,3,8.8,72.6,13.5,52.6,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5966,3,Zdip-JLVTKV-719_P2_P1_P4_P4.1.1.1,Zdip,,7/3/2023,7/1/2023,138,47,3,7.2,44.7,13.7,50.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/8/2023
5967,3,Bals-JLNCM-654_P1_P1_P1_P1.2.1.1,Bals,,7/9/2023,7/8/2023,187,75,2,9,64.4,14,54,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/14/2023
5968,3,B73,B73,,7/1/2023,7/1/2023,167,50,2,7.2,54,13.1,55.5,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5969,3,Mesa-JACV-T-018_P2_P5_P1_P2.4.1.1,Mesa,,7/5/2023,7/5/2023,175,65,2,9,60.9,13.4,48.3,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/10/2023
5970,3,B73,B73,,7/1/2023,6/30/2023,173,56,2,7.5,56.4,13.6,55.9,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5971,3,Mesa-JACV-T-018_P2_P1_P1_P1.1.1.1,Mesa,,7/2/2023,7/1/2023,192,70,3,7,55.1,11.5,55,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/7/2023
5972,3,Bals-JSG-Y-RMM-458_P1_P1_P2_P1.2.1.1,Bals,,7/6/2023,7/5/2023,122,96,5,9.7,66.7,13.5,61.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/11/2023
5973,3,Bals-JSG-RMM-LCL-568_P3_P1_P2_P1.2.1.1,Bals,,7/4/2023,7/1/2023,213,62,2,8.3,68.7,16,58.1,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/9/2023
5974,3,Zdip-CIM10003_P2_P1_P1_P1.1.1.1,Zdip,,6/27/2023,6/27/2023,189,70,3,7.1,55,14,61.7,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/2/2023
5975,3,Mesa-JSG-LCL-565_P2_P1_P5_P1.1.1.1,Mesa,,6/30/2023,6/30/2023,178,63,4,7.6,54,13.8,56.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/5/2023
5976,3,B73,B73,,6/28/2023,6/28/2023,190,50,2,9.7,67.7,12.9,58.3,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/3/2023
5977,3,Nabo-JSG-SRV-604_P3_P1_P3_P1.1.1.1,Nabo,,7/1/2023,7/2/2023,182,62,2,7,54,14,47.9,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5978,3,Bals-JSG-LCL-704_P2_P1_P3_P1.1.1.1,Bals,,7/4/2023,6/29/2023,181,56,4,8.2,64,13,48,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/9/2023
5979,3,Bals-JSG-Y-LOS-142_P1_P1_P1_P1.1.1.1,Bals,,7/5/2023,7/5/2023,237,92,3,8,57.1,14.8,57.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/10/2023
5980,3,Zlux-G3_P3_P1_P1_P3.1.1.1,Zlux,,7/4/2023,7/2/2023,178,55,2,7.1,53.5,13,52.3,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/9/2023
5981,3,Dura-JSG-SRV-EAM-708_P3_P1_P1_P3.3.1.1,Dura,,6/27/2023,6/27/2023,180,75,5,6.8,49.8,12,63.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/2/2023
5982,3,Bals-JSG-RMM-LCL-568_P3_P1_P1_P1.1.1.1,Bals,,6/27/2023,6/27/2023,187,67,2,8.4,59.1,13.2,63.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/2/2023
5983,3,Zlux-G3_P3_P1_P4_P3.4.1.1,Zlux,,6/26/2023,6/26/2023,190,57,2,9.2,73.8,14.1,63,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/1/2023
5984,3,Bals-JSG-Y-LOS-142_P1_P1_P4_P1.1.1.1,Bals,,6/27/2023,6/27/2023,200,87,3,8,59,12.9,61.7,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/2/2023
5985,3,Bals-JSG-Y-RMM-458_P1_P1_P2_P1.1.1.1,Bals,,7/1/2023,7/1/2023,187,70,4,10.7,62,15.7,66.9,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5986,3,Bals-JLNCM-646_P2_P1_P4_P2.1.1.1,Bals,,7/4/2023,7/1/2023,221,80,2,7.6,58.2,15.1,57.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/9/2023
5987,3,Bals-JACV-T-082_P2_P1_P3_P1.1.1.1,Bals,,6/28/2023,6/28/2023,205,64,2,8.2,64,15.2,60.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/3/2023
5988,3,Mesa-JSG-Y-RMM-438_P1_P1_P3_P1.2.1.1,Mesa,,6/30/2023,7/1/2023,190,73,4,7,58.2,12.7,62.1,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/5/2023
5989,3,Dura-JSG-Y-RMM-429_P4_P1_P3_P2.4.1.1,Dura,,6/27/2023,6/27/2023,186,55,2,7.7,56.3,11.5,53.5,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/2/2023
5990,3,Zdip-JLVTKV-720_P1_P1_P5_P1.2.1.1,Zdip,,7/1/2023,6/27/2023,141,30,2,8.8,51.8,14,53.9,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5991,3,Zlux-G1_P1_P1_P1_P1.2.1.1,Zlux,,7/2/2023,7/1/2023,173,51,2,8.7,62.1,13.5,59.5,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/7/2023
5992,3,B73,B73,,7/1/2023,7/1/2023,191,67,2,8.5,64,14,60.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5993,3,Zdip-JSG-RMM-LCL-551_P3_P1_P2_P2.1.1.1,Zdip,,6/30/2023,6/30/2023,181,53,3,8.7,59.6,12.8,66.5,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/5/2023
5994,3,Dura-JSG-SRV-EAM-705_P4_P1_P4_P5.1.1.1,Dura,,6/25/2023,6/27/2023,187,70,4,9,66,10.5,66.6,7/16/2023,,,in FB (jericho),N,N,Y,,,,,7/31/2023
5995,3,Nabo-JSG-SRV-604_P2_P1_P5_P1.1.1.1,Nabo,,6/30/2023,6/29/2023,208,65,5,9,63.5,13.9,65.3,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/5/2023
5996,3,Mesa-JSG-465_P1_P1_P3_P2.1.1.1,Mesa,,7/2/2023,7/1/2023,195,57,3,7.2,57.4,12.6,62.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/7/2023
5997,3,Nabo-JSG-SRV-604_P2_P1_P3_P2.5.1.1,Nabo,,7/1/2023,6/27/2023,185,67,2,8.8,66.1,12.7,63,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5998,3,Bals-JSG-Y-RMM-457_P3_P1_P5_P1.2.1.1,Bals,,7/1/2023,7/1/2023,190,77,3,8.4,53,14,56.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
5999,3,Bals-JLNCM-654_P1_P1_P3_P1.1.1.1,Bals,,6/30/2023,6/30/2023,235,107,6,8.4,71.5,15.2,61.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/5/2023
6000,3,Zdip-JSG-RMM-LCL-551_P3_P1_P5_P2.2.1.1,Zdip,,7/4/2023,6/30/2023,171,60,2,7.9,58.1,13.8,58.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/9/2023
6001,3,Chal-JSG-JMHC-631_P2_P1_P1_P2.2.1.1,Chal,,7/1/2023,7/1/2023,215,85,2,9.6,64,15.4,59.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
6002,3,Nabo-JSG-SRV-606_P2_P1_P3_P3.1.1.1,Nabo,,7/1/2023,7/1/2023,196,74,3,7.5,52.5,15.3,51,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
6003,3,Zlux-G6_P4_P1_P5_P1.1.1.1,Zlux,,7/1/2023,6/29/2023,218,80,2,8.5,64,16.1,54.2,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
6004,3,Zdip-CIM10003_P3_P1_P4_P2.1.1.1,Zdip,,7/2/2023,7/2/2023,200,70,4,8.2,60.9,14.8,55,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/7/2023
6005,3,Bals-JSG-LCL-704_P3_P1_P5_P1.1.1.1,Bals,,6/26/2023,6/26/2023,164,55,4,7.8,52.8,12.3,56.4,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/1/2023
6006,3,Bals-JLHNM-664_P3_P1_P2_P2.1.1.1,Bals,,6/30/2023,6/29/2023,202,66,4,9.1,70,14.4,57,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/5/2023
6007,3,Dura-JSG-Y-RMM-429_P4_P1_P1_P3.1.1.1,Dura,,6/23/2023,6/25/2023,204,67,3,7,57,13.5,57.7,7/16/2023,,,in FB (jericho),N,N,N,,,,,7/29/2023
6008,3,Mesa-JSG-LCL-565_P2_P1_P2_P1.2.1.1,Mesa,,6/30/2023,6/30/2023,207,90,4,7,54.9,15,56.5,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/5/2023
6009,3,Mesa-JSG-LCL-566_P2_P1_P4_P2.1.1.1,Mesa,,7/2/2023,7/1/2023,230,87,2,7.8,67.3,13.6,55.3,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/7/2023
6010,3,Mesa-JSG-465_P1_P1_P2_P1.1.1.1,Mesa,,7/1/2023,6/30/2023,185,76,4,7.8,57.5,14.3,60.1,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/6/2023
6011,3,Zlux-G3_P3_P1_P1_P3.4.1.1,Zlux,,7/5/2023,7/2/2023,173,60,2,7.6,62.4,13,53.6,7/16/2023,,,in FB (jericho),N,N,N,,,,,8/10/2023
6012,3,Dura-JSG-SRV-EAM-705_P1_P1_P5_P1.1.1.1,Dura,,7/6/2023,6/30/2023,178,57,2,8,60.2,15,51.2,7/16/2023,,,,N,N,N,,,,,8/11/2023
6013,3,Zdip-JLVTKV-719_P2_P1_P4_P5.1.1.1,Zdip,,7/1/2023,7/1/2023,175,54,2,8.1,63.6,14.3,58,7/16/2023,,,,N,N,N,,,,,8/6/2023
6014,3,Zdip-JLVTKV-719_P2_P1_P2_P3.4.1.1,Zdip,,7/3/2023,7/1/2023,163,58,3,7,56.6,13,58.5,7/16/2023,,,,N,N,N,,,,,8/8/2023
6015,3,Chal-JSG-JMHC-631_P2_P1_P5_P1.1.1.1,Chal,,6/30/2023,6/27/2023,142,47,2,6.6,53,12.7,59,7/16/2023,,,,N,N,N,,,,,8/5/2023
6016,3,Bals-JLNCM-649_P4_P1_P5_P1.2.1.1,Bals,,6/25/2023,6/25/2023,152,51,6,8,59.2,13.2,53.6,7/16/2023,,,,N,N,N,,,,,7/31/2023
6017,3,Zlux-G7_P2_P1_P1_P1.4.1.1,Zlux,,7/1/2023,7/1/2023,184,56,2,9.5,62.8,13.9,67.7,7/16/2023,,,,N,N,Y,,,,,8/6/2023
6018,3,Zlux-G1_P1_P1_P4_P1.4.1.1,Zlux,,7/5/2023,7/5/2023,169,60,3,8.8,71.8,14.5,62.7,7/16/2023,,,,N,N,N,,,,,8/10/2023
6019,3,Zlux-G7_P2_P1_P1_P1.3.1.1,Zlux,,7/1/2023,6/30/2023,208,73,4,9.4,76.2,14.4,54.7,7/16/2023,,,,N,N,N,,,,,8/6/2023
6020,3,Zlux-G6_P4_P1_P3_P1.1.1.1,Zlux,,7/7/2023,7/6/2023,187,78,3,9.3,62.5,13,52.9,7/16/2023,,,,N,N,N,,,,,8/12/2023
6021,3,Chal-JSG-JMHC-631_P2_P1_P2_P2.1.1.1,Chal,,6/28/2023,6/27/2023,187,65,4,7.9,61.3,12.1,60.8,7/16/2023,,,,N,Y,Y,,,,,8/3/2023
6022,3,Bals-JSG-RMM-LCL-483_P3_P1_P4_P1.2.1.1,Bals,,7/2/2023,6/30/2023,131,47,1,6.6,39,10.1,47.8,7/16/2023,,,,N,N,N,,,,,8/7/2023
6023,3,Zlux-FAC--P-87_P1_P1_P5_P1.3.1.1,Zlux,,7/2/2023,7/1/2023,177,72,2,6.6,49.7,13.4,55.7,7/16/2023,,,,N,N,N,,,,,8/7/2023
6024,3,Chal-JSG-JMHC-634_P3_P1_P1_P2.1.1.1,Chal,,6/30/2023,6/30/2023,178,57,2,7.9,57,12,54.4,7/16/2023,,,,N,N,N,,,,,8/5/2023
6025,3,Bals-JSG-Y-RMM-457_P3_P1_P1_P1.2.1.1,Bals,,7/2/2023,7/1/2023,193,82,3,7.7,49.4,13.8,57.7,7/16/2023,,,,N,N,N,,,,,8/7/2023
6026,3,Bals-JSG-RMM-LCL-523_P1_P1_P3_P1.1.1.1,Bals,,6/28/2023,6/29/2023,186,53,2,7.9,,12.9,64.5,7/16/2023,,,,N,N,N,,,,,8/3/2023
6027,3,Bals-JSG-RMM-LCL-474_P2_P1_P5_P2.1.1.1,Bals,,6/30/2023,6/29/2023,186,55,2,8.6,65.3,14.6,52.7,7/16/2023,,,,N,N,N,,,,,8/5/2023
6028,3,Mesa-JSG-Y-LOS-75_P2_P1_P2_P1.2.1.1,Mesa,,6/27/2023,6/26/2023,166,60,3,8.7,62.4,11.5,65.4,7/16/2023,,,,N,N,N,,,,,8/2/2023
6029,3,Bals-JSG-RMM-LCL-524_P2_P1_P1_P1.1.1.1,Bals,,7/8/2023,7/6/2023,177,70,2,8.4,63,13.5,50.7,7/16/2023,,,,N,N,N,,,,,8/13/2023
6030,3,Bals-JSG-467_P2_P1_P4_P1.1.1.1,Bals,,6/30/2023,6/27/2023,196,76,2,6.6,42.3,12.3,53.3,7/16/2023,,,,N,N,N,,,,,8/5/2023
6031,3,Dura-JSG-Y-RMM-429_P4_P1_P3_P1.2.1.1,Dura,,6/28/2023,6/29/2023,173,64,4,6.6,51.4,12.1,56.4,7/16/2023,,,,N,N,N,,,,,8/3/2023
6032,3,Zdip-JSG-RMM-LCL-551_P2_P1_P3_P1.3.1.1,Zdip,,6/30/2023,6/30/2023,196,70,4,9.4,58.8,13,59.6,7/16/2023,,,,N,N,N,,,,,8/5/2023
6033,3,Mesa-JSG-LCL-566_P2_P1_P2_P1.2.1.1,Mesa,,6/25/2023,6/26/2023,215,99,6,6,48.7,14,60.2,7/16/2023,,,,N,N,N,,,,,7/31/2023
6034,3,Dura-JSG-SRV-EAM-705_P4_P1_P5_P2.2.1.1,Dura,,6/27/2023,6/27/2023,195,84,5,9,57.9,13,57.6,7/16/2023,,,,N,N,N,,,,,8/2/2023
6035,3,Mesa-JSG-Y-RMM-438_P1_P1_P5_P2.1.1.1,Mesa,,6/27/2023,6/26/2023,172,72,4,6.4,45.9,14.2,57.6,7/16/2023,,,,N,N,N,,,,,8/2/2023
6036,3,Nabo-JSG-SRV-604_P3_P1_P3_P1.4.1.1,Nabo,,6/26/2023,6/25/2023,217,84,3,7.5,65,14.6,65.8,7/16/2023,,,,N,N,N,,,,,8/1/2023
6037,3,Zdip-JSG-RMM-LCL-551_P3_P1_P4_P3.2.1.1,Zdip,,6/30/2023,7/1/2023,210,87,3,8.3,69.6,11.6,59.6,7/16/2023,,,,N,N,N,,,,,8/5/2023
